state,IN_COUNT_18_24,OUT_COUNT_18_24,POP_AGE_18_24,NET_COUNT_18_24,IN_RATE_18_24,OUT_RATE_18_24,NET_RATE_18_24,IN_COUNT_25_34,OUT_COUNT_25_34,POP_AGE_25_34,NET_COUNT_25_34,IN_RATE_25_34,OUT_RATE_25_34,NET_RATE_25_34,IN_COUNT_35_54,OUT_COUNT_35_54,POP_AGE_35_54,NET_COUNT_35_54,IN_RATE_35_54,OUT_RATE_35_54,NET_RATE_35_54,IN_COUNT_55_64,OUT_COUNT_55_64,POP_AGE_55_64,NET_COUNT_55_64,IN_RATE_55_64,OUT_RATE_55_64,NET_RATE_55_64,IN_COUNT_65_PLUS,OUT_COUNT_65_PLUS,POP_AGE_65_PLUS,NET_COUNT_65_PLUS,IN_RATE_65_PLUS,OUT_RATE_65_PLUS,NET_RATE_65_PLUS,state_name,POP,MED_RENT,MED_HOMEVAL,COST_BURDEN_ALL,VACANCY_RATE,TRANSIT_SHARE,BA_PLUS,LAND_AREA,POP_DENS,GDP,RPP,REAL_PCPI,UNEMP,PRIV_EMP,PRIV_ESTAB,PRIV_AVG_PAY,PERMITS,ELEC_PRICE_TOT,COMMUTE_MED,UNINSURED,CRIME_VIOLENT_RATE,NRI_RISK_INDEX,abbrev,IN_SHARE_18_24,OUT_SHARE_18_24,IN_SHARE_25_34,OUT_SHARE_25_34,IN_SHARE_35_54,OUT_SHARE_35_54,IN_SHARE_55_64,OUT_SHARE_55_64,IN_SHARE_65_PLUS,OUT_SHARE_65_PLUS,IN_COUNT_ALL_AGES,OUT_COUNT_ALL_AGES,IN_SHARE_ALL_AGES,OUT_SHARE_ALL_AGES,IN_SHARE_PCT_18_24,IN_SHARE_PCT_25_34,IN_SHARE_PCT_35_54,IN_SHARE_PCT_55_64,IN_SHARE_PCT_65_PLUS,OUT_SHARE_PCT_18_24,OUT_SHARE_PCT_25_34,OUT_SHARE_PCT_35_54,OUT_SHARE_PCT_55_64,OUT_SHARE_PCT_65_PLUS,IN_SHARE_PCT_ALL_AGES,OUT_SHARE_PCT_ALL_AGES
15,12646,8790,115613,3856,109.3821629055556,76.02951225208238,33.352650653473226,13415,15102,185706,-1687,72.23783830355508,81.32208975477367,-9.084251451218591,10606,10725,366453,-119,28.94232002466892,29.267054710972484,-0.3247346863035641,3334,3201,173509,133,19.215141577670323,18.448610734889836,0.7665308427804898,3331,3608,311305,-277,10.70011724835772,11.58991985351986,-0.88980260516214,Hawaii,1446146,1942,875900,37.68744258857835,5.942174949028471,4.2980666445243925,37.7574922394315,6422.63,225.16414615196575,91878.0,109.951,52272,3.0,516956,57568,64847.067742709245,3879,38.0,23.720002180668374,3.5,217.7,97.36,HI,0.007920243907938282,0.005461459122935643,0.007682215685005678,0.00866224969557085,0.00718169568190898,0.00727847972408963,0.006271137344303121,0.00602713623474387,0.005186946521974061,0.005632808926316052,43332,41426,0.007229772004905273,0.006906589485898727,0.7920243907938282,0.7682215685005678,0.718169568190898,0.6271137344303122,0.5186946521974061,0.5461459122935642,0.866224969557085,0.727847972408963,0.602713623474387,0.5632808926316052,0.7229772004905273,0.6906589485898726
16,17927,15929,198965,1998,90.10127409343352,80.0593069132762,10.041967180157314,15946,14401,259321,1545,61.49135627272762,55.53348938188577,5.957866890841852,14678,11898,492965,2780,29.774933311695555,24.13558771920928,5.639345592486282,5224,3345,227570,1879,22.955574109065346,14.698774003603289,8.256800105462055,8670,4660,355551,4010,24.38468742880768,13.106417925979676,11.278269502828003,Idaho,2001619,1384,446400,27.589622208229443,4.759423924273062,0.4616383276403191,33.026560441872775,82643.12,24.220031867141515,99567.3,95.494,52816,3.7,734589,99957,60149.488980913135,17630,9.51,19.00943523750304,9.2,230.6,65.74,ID,0.01122775680354338,0.00989710834689896,0.00913161470839363,0.008260168048332394,0.009938990120597775,0.008074531632374678,0.009826161213749102,0.006298272635182208,0.013500698392529303,0.007275191129887141,62445,50233,0.010418700102610307,0.008374902468139593,1.122775680354338,0.9131614708393629,0.9938990120597775,0.9826161213749102,1.3500698392529302,0.989710834689896,0.8260168048332394,0.8074531632374679,0.6298272635182208,0.7275191129887141,1.0418700102610308,0.8374902468139593
17,56452,80140,1168050,-23688,48.330122854329865,68.61007662343222,-20.27995376910235,55595,63390,1737093,-7795,32.00461921152178,36.4920012918134,-4.487382080291614,35261,54547,3269377,-19286,10.78523522983125,16.684218430606197,-5.898983200774949,12996,21818,1568396,-8822,8.286172624770785,13.911027572118266,-5.624854947347481,13432,25994,2274582,-12562,5.905260834737987,11.428033810168198,-5.522772975430211,Illinois,12710158,1322,280700,29.90315443424357,4.209386086683832,6.9718165426465735,39.230752019787,55518.93,228.9337708777889,899125.9,99.958,60333,5.0,5236228,387954,78251.40868636736,20326,12.21,24.92326662825834,6.9,289.2,90.39,IL,0.035356129138931824,0.049793098306264216,0.03183695721266423,0.036359423136156546,0.0238764634584002,0.03701811035057502,0.024445021273714267,0.041080930449747505,0.020915960877560966,0.04058182794641338,173736,245889,0.02898716119828816,0.04099489166461044,3.5356129138931824,3.183695721266423,2.38764634584002,2.4445021273714267,2.0915960877560966,4.979309830626422,3.635942313615655,3.701811035057502,4.10809304497475,4.058182794641338,2.898716119828816,4.099489166461044
18,36311,33542,659956,2769,55.02033468897927,50.82460042790731,4.195734261071951,31007,32527,929702,-1520,33.35154705486274,34.98647953860484,-1.6349324837421022,24004,25367,1704962,-1363,14.078906157439286,14.878337464412695,-0.7994313069734106,8917,7896,832526,1021,10.71077660037044,9.484388475555118,1.226388124815321,10992,9822,1218401,1170,9.02166035648362,8.061385373124283,0.9602749833593374,Indiana,6924275,1104,243500,25.81475891840324,5.217695301082602,0.5899066770855499,30.65626086442457,35826.11,193.2745419472,412003.4,93.329,55562,4.2,2780349,186716,63313.84257695707,26633,11.38,21.82685979572005,7.5,312.9,72.54,IN,0.02274173466243452,0.02084053036422154,0.01775642651844734,0.01865693258163376,0.016253952776592792,0.017215216332026263,0.01677256499674593,0.014867312624035489,0.017116456370320887,0.015334104566041094,111231,109154,0.018558450334109168,0.0181982781041807,2.274173466243452,1.775642651844734,1.6253952776592793,1.677256499674593,1.7116456370320887,2.084053036422154,1.865693258163376,1.7215216332026262,1.486731262403549,1.5334104566041094,1.8558450334109169,1.81982781041807
19,21022,17585,321744,3437,65.33765975433886,54.65525386642797,10.682405887910884,12694,17398,410098,-4704,30.95357694989978,42.4240059693049,-11.47042901940512,10124,13117,780148,-2993,12.977024872203735,16.81347641729518,-3.836451545091444,3788,3975,389525,-187,9.724664655670368,10.204736538091264,-0.4800718824208972,4627,8157,612603,-3530,7.553015574523794,13.315311874084848,-5.762296299561053,Iowa,3241488,981,227300,23.786717799768056,5.709335815476684,0.8258230954060862,32.050781481626764,55857.13,58.03176783339925,206438.9,87.762,60144,3.0,1315014,105436,61489.50445318453,12544,9.34,17.723408749723134,5.4,243.3,62.85,IA,0.013166168545997038,0.010926024877909361,0.007269328803985246,0.009979196146440316,0.006855316526838253,0.008901801262553256,0.007125095458974272,0.007484494387099932,0.007205043997950759,0.012734706876929057,52255,60232,0.008718539096195077,0.01004194703603177,1.316616854599704,0.7269328803985246,0.6855316526838253,0.7125095458974272,0.7205043997950759,1.0926024877909362,0.9979196146440316,0.8901801262553256,0.7484494387099933,1.2734706876929058,0.8718539096195077,1.004194703603177
20,21565,22415,297448,-850,72.5000672386434,75.35770958285146,-2.857642344208063,20970,22209,386725,-1239,54.22457818863533,57.42840519749176,-3.2038270088564227,15489,15582,721952,-93,21.454334914232525,21.583152342538007,-0.1288174283054829,6830,4875,344079,1955,19.850092565951424,14.16825787101218,5.681834694939243,5889,4312,533774,1577,11.032759182725274,8.078325283734314,2.954433898990959,Kansas,2970606,1079,238700,25.35840195819571,5.781812969356245,0.3495761932256482,36.04853689599452,81758.72,36.33381246673137,181599.6,90.068,59172,3.6,1182582,94959,62203.88131647531,9063,11.21,17.841169293510053,8.5,438.7,71.33,KS,0.013506251769309587,0.013927031426689697,0.012008651726766236,0.012738703714006953,0.01048814674873545,0.010574663968369662,0.01284699102027304,0.00917909688983954,0.009170197558662637,0.006731893594865526,70743,69393,0.011803188427559626,0.011569279297903983,1.3506251769309587,1.2008651726766235,1.048814674873545,1.284699102027304,0.9170197558662637,1.3927031426689698,1.2738703714006954,1.0574663968369662,0.917909688983954,0.6731893594865526,1.1803188427559625,1.1569279297903983
21,20545,13510,421989,7035,48.6861031922633,32.01505252506582,16.671050667197488,22437,23020,599428,-583,37.43068391866913,38.40327779149456,-0.9725938728254268,21784,20042,1146108,1742,19.00693477403526,17.48700820516042,1.5199265688748356,6481,6151,574786,330,11.275500795078516,10.70137407661286,0.574126718465655,7842,6429,825850,1413,9.495671126717928,7.784706665859417,1.7109644608585095,Kentucky,4588372,998,226000,24.89611119211603,4.224944288646402,0.6345409656568534,27.944085701608177,39486.34,116.20150158257262,230966.4,90.159,52290,5.1,1693939,152232,60560.830660962405,16264,10.07,21.23881970920372,6.8,213.1,67.97,KY,0.01286742140507607,0.008394119766878332,0.0128487419548619,0.013203879485633755,0.014750712684773262,0.013601425699785955,0.012190534231682221,0.011581666660390361,0.012211358338433079,0.01003695359958035,79089,69152,0.013195685361763897,0.011529099505838573,1.286742140507607,1.28487419548619,1.4750712684773262,1.2190534231682222,1.2211358338433078,0.8394119766878332,1.3203879485633756,1.3601425699785956,1.1581666660390362,1.003695359958035,1.3195685361763898,1.1529099505838574
22,16245,19999,418749,-3754,38.79412249342685,47.75892002130154,-8.964797527874694,15017,14524,591010,493,25.409045532224496,24.574880289673608,0.8341652425508874,17781,26752,1154047,-8971,15.407518064688873,23.18103162176237,-7.773513557073499,4546,5689,551533,-1143,8.242480504339722,10.314885963305914,-2.0724054589661907,4156,5899,819864,-1743,5.06913341724969,7.195095771981695,-2.125962354732004,Louisiana,4597740,1064,223200,29.758540588924077,8.1161111964368,0.9267171134347554,27.836476970300215,43203.9,106.41955934533688,257055.9,88.207,56789,4.4,1615842,149265,61699.661804805175,14310,8.8,21.892235272184937,7.7,519.8,86.16,LA,0.010174313006836737,0.012425906825891914,0.008599614829797262,0.008330718751057543,0.01204014057326264,0.0181551412194728,0.008550866936773241,0.01071177070898403,0.006471615054135153,0.009209517698541683,57745,72863,0.009634523779729877,0.012147801615194296,1.0174313006836737,0.8599614829797262,1.204014057326264,0.8550866936773242,0.6471615054135152,1.2425906825891915,0.8330718751057543,1.8155141219472801,1.071177070898403,0.9209517698541683,0.9634523779729877,1.2147801615194296
23,6987,8853,110476,-1866,63.24450559397516,80.13505195698613,-16.89054636301097,9281,5788,172085,3493,53.9326495627161,33.634541069820145,20.298108492895956,7063,3980,343776,3083,20.54535511495858,11.577306152843711,8.968048962114866,3654,2117,204070,1537,17.905620620375363,10.373891311804773,7.531729308570588,5096,3928,329926,1168,15.445887865763838,11.905700066075424,3.540187799688415,Maine,1405012,1210,341900,27.61140052175185,3.6023648315434644,0.5856402824853127,37.11095892107211,30842.92,45.55379322061595,77758.6,97.05,57480,3.1,548061,62343,63279.90286300248,6034,19.66,21.29254984410309,5.5,100.1,67.84,ME,0.004375987994999587,0.005500602686615386,0.005314844858183951,0.003319898108724942,0.004782605751586189,0.002701011589918576,0.006873046147595562,0.0039860816647774985,0.00793535859380961,0.006132392866565813,32081,24666,0.00535258736475044,0.0041123433654993964,0.43759879949995867,0.5314844858183951,0.47826057515861886,0.6873046147595563,0.793535859380961,0.5500602686615387,0.33198981087249424,0.2701011589918576,0.3986081664777498,0.6132392866565813,0.535258736475044,0.4112343365499396
24,30676,43072,530791,-12396,57.79299196859027,81.1468167320094,-23.353824763419123,47591,37389,807590,10202,58.92965489914437,46.29700714471452,12.632647754429849,35160,29288,1643463,5872,21.393849450824263,17.820906220584217,3.572943230240048,11863,13776,813281,-1913,14.586594301354635,16.938794832290437,-2.352200530935802,11145,15985,1099752,-4840,10.134102961394932,14.535095185096276,-4.400992223701343,Maryland,6263220,1721,436300,31.57466038475985,4.8461038699839465,4.9615449672638094,44.6892888911905,9707.24,645.2112031844273,433105.9,104.959,61111,3.0,2238248,192176,75854.89036112174,16823,15.04,30.16243140874337,6.3,420.4,80.87,MD,0.019212510052183673,0.026761771028792267,0.027253397440559466,0.02144569287959863,0.023808072805574176,0.019876187800385744,0.022313887917056966,0.025938715641934257,0.01735470398901258,0.02495577901528883,136435,139510,0.02276363757706201,0.02325926469313309,1.9212510052183673,2.7253397440559466,2.3808072805574176,2.2313887917056965,1.7354703989012579,2.676177102879227,2.144569287959863,1.9876187800385743,2.593871564193426,2.495577901528883,2.276363757706201,2.325926469313309
25,47998,51997,707064,-3999,67.88352963805256,73.53931185861535,-5.655782220562778,44663,56535,996756,-11872,44.80835831437182,56.71899642440076,-11.910638110028934,25470,28566,1805181,-3096,14.109388476834178,15.824451952463493,-1.7150634756293135,6769,13053,936463,-6284,7.22826208830461,13.93861796995717,-6.710355881652559,11542,14480,1335942,-2938,8.63959662919498,10.838793899735167,-2.1991972705401883,Massachusetts,7136171,1848,607400,35.1867125779736,3.602369585771004,7.7756484925913405,48.27364809072783,7800.06,914.886680358869,628786.9,105.757,71629,4.0,3198628,276202,97786.6645133476,14338,23.94,27.862039707731647,2.8,314.7,92.28,MA,0.030061352767137565,0.03230710921675593,0.02557665293622129,0.032427512020864656,0.017246632945334878,0.019386205295882926,0.01273225215464542,0.02457738496473344,0.017972902058428282,0.022606173296301674,136442,164631,0.022764805499245023,0.027447466172282945,3.0061352767137564,2.557665293622129,1.7246632945334879,1.2732252154645418,1.7972902058428282,3.2307109216755934,3.2427512020864655,1.9386205295882926,2.457738496473344,2.2606173296301675,2.276480549924502,2.7447466172282944
26,31362,37122,934316,-5760,33.566801810094226,39.73173958275358,-6.164937772659357,31260,33332,1344657,-2072,23.247564248726626,24.788477656383748,-1.54091340765712,26306,21866,2446263,4440,10.753545305635576,8.938531956702938,1.8150133489326368,10063,10167,1323609,-104,7.602698379959641,7.681271432877836,-0.0785730529181956,14509,16710,1987859,-2201,7.29880741038474,8.406028797817148,-1.1072213874324084,Michigan,10140459,1168,254200,27.073636482243643,5.657480010503568,0.9685080214237948,33.32604470496402,56538.9,179.3536662368741,562177.6,96.217,53569,4.7,3824885,292907,68394.86937489624,21750,14.16,21.712001163329955,5.1,434.3,82.07,MI,0.019642154787344646,0.023064878903483157,0.017901309154921916,0.01911866685556665,0.017812717952884933,0.014839276237477283,0.018928150898536986,0.019143359605948432,0.022593037252273084,0.026087648879917193,113500,119197,0.018937023967431656,0.01987265840174457,1.9642154787344646,1.7901309154921916,1.7812717952884933,1.8928150898536986,2.2593037252273085,2.3064878903483157,1.911866685556665,1.4839276237477284,1.9143359605948433,2.608764887991719,1.8937023967431657,1.987265840174457
